status,suite,case,config,note
rust-pass,conformance,emitter/es2015/asyncGenerators/emitter.asyncGenerators.classMethods.es2015.ts,,
rust-pass,conformance,emitter/es2015/asyncGenerators/emitter.asyncGenerators.functionDeclarations.es2015.ts,,
rust-pass,conformance,emitter/es2015/asyncGenerators/emitter.asyncGenerators.functionExpressions.es2015.ts,,
rust-diff,conformance,emitter/es2015/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es2015.ts,,
rust-pass,conformance,emitter/es2018/asyncGenerators/emitter.asyncGenerators.classMethods.es2018.ts,,
rust-pass,conformance,emitter/es2018/asyncGenerators/emitter.asyncGenerators.functionDeclarations.es2018.ts,,
rust-pass,conformance,emitter/es2018/asyncGenerators/emitter.asyncGenerators.functionExpressions.es2018.ts,,
rust-diff,conformance,emitter/es2018/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es2018.ts,,
rust-skip,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.classMethods.es5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.classMethods.es5.ts,target=es2015,
rust-skip,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.functionDeclarations.es5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.functionDeclarations.es5.ts,target=es2015,
rust-skip,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.functionExpressions.es5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.functionExpressions.es5.ts,target=es2015,
rust-skip,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,emitter/es5/asyncGenerators/emitter.asyncGenerators.objectLiteralMethods.es5.ts,target=es2015,
rust-pass,conformance,types/stringLiteral/stringLiteralCheckedInIf01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralCheckedInIf02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralMatchedInSwitch01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypeAssertion01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesAndLogicalOrExpressions01.ts,,
rust-diff,conformance,types/stringLiteral/stringLiteralTypesAndParenthesizedExpressions01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesAndTuples01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesAsTags01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesAsTags02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesAsTags03.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesAsTypeParameterConstraint01.ts,,
rust-diff,conformance,types/stringLiteral/stringLiteralTypesAsTypeParameterConstraint02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesInUnionTypes01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesInUnionTypes02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesInUnionTypes03.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesInUnionTypes04.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesInVariableDeclarations01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloadAssignability01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloadAssignability02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloadAssignability03.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloadAssignability04.ts,,
rust-diff,conformance,types/stringLiteral/stringLiteralTypesOverloadAssignability05.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloads01.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloads02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloads03.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloads04.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesOverloads05.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesTypePredicates01.ts,,
rust-diff,conformance,types/stringLiteral/stringLiteralTypesWithTemplateStrings01.ts,,
rust-diff,conformance,types/stringLiteral/stringLiteralTypesWithTemplateStrings02.ts,,
rust-pass,conformance,types/stringLiteral/stringLiteralTypesWithVariousOperators01.ts,,
rust-diff,conformance,types/stringLiteral/stringLiteralTypesWithVariousOperators02.ts,,
rust-diff,conformance,types/stringLiteral/typeArgumentsWithStringLiteralTypes01.ts,,
rust-diff,conformance,types/witness/witness.ts,,
rust-pass,conformance,types/rest/genericObjectRest.ts,,
rust-diff,conformance,types/rest/genericRestArity.ts,,
rust-diff,conformance,types/rest/genericRestArityStrict.ts,,
rust-diff,conformance,types/rest/genericRestParameters1.ts,,
rust-diff,conformance,types/rest/genericRestParameters2.ts,,
rust-diff,conformance,types/rest/genericRestParameters3.ts,,
rust-diff,conformance,types/rest/objectRest.ts,,
rust-pass,conformance,types/rest/objectRest2.ts,,
rust-pass,conformance,types/rest/objectRestAssignment.ts,,
rust-pass,conformance,types/rest/objectRestCatchES5.ts,,
rust-pass,conformance,types/rest/objectRestForOf.ts,,
rust-diff,conformance,types/rest/objectRestNegative.ts,,
rust-pass,conformance,types/rest/objectRestParameter.ts,,
rust-skip,conformance,types/rest/objectRestParameterES5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,types/rest/objectRestParameterES5.ts,target=es2015,
rust-diff,conformance,types/rest/objectRestPropertyMustBeLast.ts,,
rust-pass,conformance,types/rest/objectRestReadonly.ts,,
rust-diff,conformance,types/rest/restElementMustBeLast.ts,,
rust-diff,conformance,types/rest/restTuplesFromContextualTypes.ts,,
rust-pass,conformance,types/typeAliases/asiPreventsParsingAsTypeAlias01.ts,,
rust-pass,conformance,types/typeAliases/asiPreventsParsingAsTypeAlias02.ts,,
rust-diff,conformance,types/typeAliases/builtinIteratorReturn.ts,strictbuiltiniteratorreturn=true,
rust-diff,conformance,types/typeAliases/builtinIteratorReturn.ts,strictbuiltiniteratorreturn=false,
rust-skip,conformance,types/typeAliases/circularTypeAliasForUnionWithClass.ts,,circular-type recursion (no checker guard)
rust-skip,conformance,types/typeAliases/circularTypeAliasForUnionWithInterface.ts,,circular-type recursion (no checker guard)
rust-diff,conformance,types/typeAliases/classDoesNotDependOnBaseTypes.ts,,
rust-diff,conformance,types/typeAliases/directDependenceBetweenTypeAliases.ts,,
rust-pass,conformance,types/typeAliases/genericTypeAliases.ts,,
rust-diff,conformance,types/typeAliases/interfaceDoesNotDependOnBaseTypes.ts,,
rust-diff,conformance,types/typeAliases/intrinsicKeyword.ts,,
rust-diff,conformance,types/typeAliases/intrinsicTypes.ts,,
rust-diff,conformance,types/typeAliases/reservedNamesInAliases.ts,,
rust-pass,conformance,types/typeAliases/typeAliases.ts,,
rust-diff,conformance,types/typeAliases/typeAliasesDoNotMerge.ts,,
rust-pass,conformance,types/typeAliases/typeAliasesForObjectTypes.ts,,
rust-diff,conformance,types/members/augmentedTypeAssignmentCompatIndexSignature.ts,,
rust-pass,conformance,types/members/augmentedTypeBracketAccessIndexSignature.ts,,
rust-pass,conformance,types/members/classWithPrivateProperty.ts,,
rust-pass,conformance,types/members/classWithProtectedProperty.ts,,
rust-pass,conformance,types/members/classWithPublicProperty.ts,,
rust-diff,conformance,types/members/duplicateNumericIndexers.ts,,
rust-diff,conformance,types/members/duplicatePropertyNames.ts,,
rust-diff,conformance,types/members/duplicateStringIndexers.ts,,
rust-diff,conformance,types/members/indexSignatures1.ts,,
rust-diff,conformance,types/members/objectTypeHidingMembersOfExtendedObject.ts,,
rust-pass,conformance,types/members/objectTypeHidingMembersOfObject.ts,,
rust-diff,conformance,types/members/objectTypeHidingMembersOfObjectAssignmentCompat.ts,,
rust-diff,conformance,types/members/objectTypeHidingMembersOfObjectAssignmentCompat2.ts,,
rust-diff,conformance,types/members/objectTypePropertyAccess.ts,,
rust-pass,conformance,types/members/objectTypeWithCallSignatureAppearsToBeFunctionType.ts,,
rust-pass,conformance,types/members/objectTypeWithCallSignatureHidingMembersOfExtendedFunction.ts,,
rust-pass,conformance,types/members/objectTypeWithCallSignatureHidingMembersOfFunction.ts,,
rust-diff,conformance,types/members/objectTypeWithCallSignatureHidingMembersOfFunctionAssignmentCompat.ts,,
rust-diff,conformance,types/members/objectTypeWithConstructSignatureAppearsToBeFunctionType.ts,,
rust-diff,conformance,types/members/objectTypeWithConstructSignatureHidingMembersOfExtendedFunction.ts,,
rust-diff,conformance,types/members/objectTypeWithConstructSignatureHidingMembersOfFunction.ts,,
rust-diff,conformance,types/members/objectTypeWithConstructSignatureHidingMembersOfFunctionAssignmentCompat.ts,,
rust-diff,conformance,types/members/objectTypeWithDuplicateNumericProperty.ts,,
rust-pass,conformance,types/members/objectTypeWithNumericProperty.ts,,
rust-diff,conformance,types/members/objectTypeWithStringAndNumberIndexSignatureToAny.ts,,
rust-diff,conformance,types/members/objectTypeWithStringIndexerHidingObjectIndexer.ts,,
rust-skip,conformance,types/members/objectTypeWithStringNamedNumericProperty.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,types/members/objectTypeWithStringNamedNumericProperty.ts,target=es2015,
rust-pass,conformance,types/members/objectTypeWithStringNamedPropertyOfIllegalCharacters.ts,,
rust-diff,conformance,types/members/typesWithOptionalProperty.ts,,
rust-diff,conformance,types/members/typesWithPrivateConstructor.ts,,
rust-diff,conformance,types/members/typesWithProtectedConstructor.ts,,
rust-diff,conformance,types/members/typesWithPublicConstructor.ts,,
rust-pass,conformance,types/members/typesWithSpecializedCallSignatures.ts,,
rust-diff,conformance,types/members/typesWithSpecializedConstructSignatures.ts,,
rust-skip,conformance,types/namedTypes/classWithOnlyPublicMembersEquivalentToInterface.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,types/namedTypes/classWithOnlyPublicMembersEquivalentToInterface.ts,target=es2015,
rust-skip,conformance,types/namedTypes/classWithOnlyPublicMembersEquivalentToInterface2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,types/namedTypes/classWithOnlyPublicMembersEquivalentToInterface2.ts,target=es2015,
rust-pass,conformance,types/namedTypes/classWithOptionalParameter.ts,,
rust-diff,conformance,types/namedTypes/genericInstantiationEquivalentToObjectLiteral.ts,,
rust-skip,conformance,types/namedTypes/interfaceWithPrivateMember.ts,,unrecognized option(s): allowunusedlabels
rust-pass,conformance,types/namedTypes/optionalMethods.ts,,
rust-skip,conformance,types/localTypes/localTypes1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,types/localTypes/localTypes1.ts,target=es2015,
rust-pass,conformance,types/localTypes/localTypes2.ts,,
rust-pass,conformance,types/localTypes/localTypes3.ts,,
rust-skip,conformance,types/localTypes/localTypes4.ts,,unrecognized option(s): allowunreachablecode
rust-pass,conformance,types/localTypes/localTypes5.ts,,
rust-pass,conformance,types/objectTypeLiteral/objectTypeLiteralSyntax.ts,,
rust-diff,conformance,types/objectTypeLiteral/objectTypeLiteralSyntax2.ts,,
rust-diff,conformance,types/objectTypeLiteral/indexSignatures/multipleNumericIndexers.ts,,
rust-diff,conformance,types/objectTypeLiteral/indexSignatures/multipleStringIndexers.ts,,
rust-diff,conformance,types/objectTypeLiteral/indexSignatures/numericIndexerConstrainsPropertyDeclarations.ts,,
rust-diff,conformance,types/objectTypeLiteral/indexSignatures/numericIndexerConstrainsPropertyDeclarations2.ts,,
rust-pass,conformance,types/objectTypeLiteral/indexSignatures/numericIndexingResults.ts,,
rust-diff,conformance,types/objectTypeLiteral/indexSignatures/stringIndexerConstrainsPropertyDeclarations.ts,,
rust-diff,conformance,types/objectTypeLiteral/indexSignatures/stringIndexerConstrainsPropertyDeclarations2.ts,,
rust-pass,conformance,types/objectTypeLiteral/indexSignatures/stringIndexingResults.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/callSignatureWithOptionalParameterAndInitializer.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/callSignatureWithoutAnnotationsOrBody.ts,,
rust-skip,conformance,types/objectTypeLiteral/callSignatures/callSignatureWithoutReturnTypeAnnotationInference.ts,,unrecognized option(s): allowunreachablecode
rust-pass,conformance,types/objectTypeLiteral/callSignatures/callSignaturesThatDifferOnlyByReturnType.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/callSignaturesThatDifferOnlyByReturnType2.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/callSignaturesThatDifferOnlyByReturnType3.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/callSignaturesWithAccessibilityModifiersOnParameters.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/callSignaturesWithDuplicateParameters.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/callSignaturesWithOptionalParameters.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/callSignaturesWithOptionalParameters2.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/callSignaturesWithParameterInitializers.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/callSignaturesWithParameterInitializers2.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/constructSignatureWithAccessibilityModifiersOnParameters.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/constructSignatureWithAccessibilityModifiersOnParameters2.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/identicalCallSignatures.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/identicalCallSignatures2.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/identicalCallSignatures3.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/parametersWithNoAnnotationAreAny.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/restParameterWithoutAnnotationIsAnyArray.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/restParametersOfNonArrayTypes.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/restParametersOfNonArrayTypes2.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/restParametersWithArrayTypeAnnotations.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/specializedSignatureIsNotSubtypeOfNonSpecializedSignature.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/specializedSignatureIsSubtypeOfNonSpecializedSignature.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/specializedSignatureWithOptional.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/stringLiteralTypesInImplementationSignatures.ts,,
rust-diff,conformance,types/objectTypeLiteral/callSignatures/stringLiteralTypesInImplementationSignatures2.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/typeParameterAsTypeArgument.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/typeParameterUsedAsTypeParameterConstraint.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/typeParameterUsedAsTypeParameterConstraint2.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/typeParameterUsedAsTypeParameterConstraint3.ts,,
rust-pass,conformance,types/objectTypeLiteral/callSignatures/typeParameterUsedAsTypeParameterConstraint4.ts,,
rust-diff,conformance,types/objectTypeLiteral/constructSignatures/constructSignaturesWithIdenticalOverloads.ts,,
rust-diff,conformance,types/objectTypeLiteral/constructSignatures/constructSignaturesWithOverloads.ts,,
rust-diff,conformance,types/objectTypeLiteral/constructSignatures/constructSignaturesWithOverloads2.ts,,
rust-pass,conformance,types/objectTypeLiteral/constructSignatures/constructSignaturesWithOverloadsThatDifferOnlyByReturnType.ts,,
rust-pass,conformance,types/objectTypeLiteral/methodSignatures/functionLiterals.ts,,
rust-diff,conformance,types/objectTypeLiteral/methodSignatures/methodSignaturesWithOverloads.ts,,
rust-diff,conformance,types/objectTypeLiteral/methodSignatures/methodSignaturesWithOverloads2.ts,,
rust-diff,conformance,types/objectTypeLiteral/methodSignatures/objectTypesWithOptionalProperties.ts,,
rust-diff,conformance,types/objectTypeLiteral/methodSignatures/objectTypesWithOptionalProperties2.ts,,
rust-diff,conformance,types/objectTypeLiteral/propertySignatures/numericNamedPropertyDuplicates.ts,,
rust-diff,conformance,types/objectTypeLiteral/propertySignatures/numericStringNamedPropertyEquivalence.ts,,
rust-pass,conformance,types/objectTypeLiteral/propertySignatures/propertyNameWithoutTypeAnnotation.ts,,
rust-pass,conformance,types/objectTypeLiteral/propertySignatures/propertyNamesOfReservedWords.ts,,
rust-pass,conformance,types/objectTypeLiteral/propertySignatures/stringNamedPropertyAccess.ts,,
rust-diff,conformance,types/objectTypeLiteral/propertySignatures/stringNamedPropertyDuplicates.ts,,
rust-pass,conformance,types/nonPrimitive/assignObjectToNonPrimitive.ts,,
rust-diff,conformance,types/nonPrimitive/nonPrimitiveAccessProperty.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveAndEmptyObject.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveAndTypeVariables.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveAsProperty.ts,,
rust-diff,conformance,types/nonPrimitive/nonPrimitiveAssignError.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveConstraintOfIndexAccessType.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveInFunction.ts,,
rust-diff,conformance,types/nonPrimitive/nonPrimitiveInGeneric.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveIndexingWithForIn.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveIndexingWithForInNoImplicitAny.ts,,
rust-diff,conformance,types/nonPrimitive/nonPrimitiveNarrow.ts,,
rust-pass,conformance,types/nonPrimitive/nonPrimitiveRhsSideOfInExpression.ts,,
rust-diff,conformance,types/nonPrimitive/nonPrimitiveStrictNull.ts,,
rust-diff,conformance,types/nonPrimitive/nonPrimitiveUnionIntersection.ts,,
rust-diff,conformance,types/contextualTypes/logicalAnd/contextuallyTypeLogicalAnd01.ts,,
rust-diff,conformance,types/contextualTypes/logicalAnd/contextuallyTypeLogicalAnd02.ts,,
rust-pass,conformance,types/contextualTypes/logicalAnd/contextuallyTypeLogicalAnd03.ts,,
rust-diff,conformance,types/contextualTypes/asyncFunctions/contextuallyTypeAsyncFunctionAwaitOperand.ts,,
rust-diff,conformance,types/contextualTypes/asyncFunctions/contextuallyTypeAsyncFunctionReturnType.ts,,
rust-diff,conformance,types/contextualTypes/jsxAttributes/contextuallyTypedStringLiteralsInJsxAttributes01.tsx,,
rust-diff,conformance,types/contextualTypes/jsxAttributes/contextuallyTypedStringLiteralsInJsxAttributes02.tsx,,
rust-diff,conformance,types/contextualTypes/partiallyAnnotatedFunction/partiallyAnnotatedFunctionInferenceError.ts,,
rust-diff,conformance,types/contextualTypes/partiallyAnnotatedFunction/partiallyAnnotatedFunctionInferenceWithTypeParameter.ts,,
rust-pass,conformance,types/contextualTypes/partiallyAnnotatedFunction/partiallyAnnotatedFunctionWitoutTypeParameter.ts,,
rust-pass,conformance,types/contextualTypes/methodDeclarations/contextuallyTypedBindingInitializer.ts,,
rust-diff,conformance,types/contextualTypes/methodDeclarations/contextuallyTypedBindingInitializerNegative.ts,,
rust-diff,conformance,types/contextualTypes/methodDeclarations/contextuallyTypedClassExpressionMethodDeclaration01.ts,,
rust-pass,conformance,types/contextualTypes/methodDeclarations/contextuallyTypedClassExpressionMethodDeclaration02.ts,,
rust-diff,conformance,types/contextualTypes/methodDeclarations/contextuallyTypedObjectLiteralMethodDeclaration01.ts,,
rust-skip,conformance,types/contextualTypes/jsdoc/contextualTypeFromJSDoc.ts,,allowJs not supported
rust-skip,conformance,types/contextualTypes/commaOperator/contextuallyTypeCommaOperator01.ts,,unrecognized option(s): allowunreachablecode
rust-skip,conformance,types/contextualTypes/commaOperator/contextuallyTypeCommaOperator02.ts,,unrecognized option(s): allowunreachablecode
rust-skip,conformance,types/contextualTypes/commaOperator/contextuallyTypeCommaOperator03.ts,,unrecognized option(s): allowunreachablecode
rust-diff,conformance,types/any/anyAsConstructor.ts,,
rust-pass,conformance,types/any/anyAsFunctionCall.ts,,
rust-diff,conformance,types/any/anyAsGenericFunctionCall.ts,,
rust-pass,conformance,types/any/anyPropertyAccess.ts,,
rust-diff,conformance,types/any/assignAnyToEveryType.ts,,
rust-diff,conformance,types/any/assignEveryTypeToAny.ts,,
rust-diff,conformance,types/any/narrowExceptionVariableInCatchClause.ts,,
rust-diff,conformance,types/any/narrowFromAnyWithInstanceof.ts,,
rust-diff,conformance,types/any/narrowFromAnyWithTypePredicate.ts,,
rust-pass,conformance,types/never/neverInference.ts,,
rust-pass,conformance,types/never/neverIntersectionNotCallable.ts,,
rust-diff,conformance,types/never/neverType.ts,,
rust-diff,conformance,types/never/neverTypeErrors1.ts,,
rust-diff,conformance,types/never/neverTypeErrors2.ts,,
rust-pass,conformance,types/never/neverUnionIntersection.ts,,
rust-diff,conformance,types/mapped/isomorphicMappedTypeInference.ts,,
rust-pass,conformance,types/mapped/mappedTypeAsClauseRecursiveNoCrash1.ts,,
rust-diff,conformance,types/mapped/mappedTypeAsClauseRelationships.ts,,
rust-diff,conformance,types/mapped/mappedTypeAsClauses.ts,,
rust-pass,conformance,types/mapped/mappedTypeConstraints.ts,,
rust-diff,conformance,types/mapped/mappedTypeConstraints2.ts,,
rust-diff,conformance,types/mapped/mappedTypeErrors.ts,,
rust-diff,conformance,types/mapped/mappedTypeErrors2.ts,,
rust-pass,conformance,types/mapped/mappedTypeIndexSignatureModifiers.ts,,
rust-diff,conformance,types/mapped/mappedTypeInferenceErrors.ts,,
rust-pass,conformance,types/mapped/mappedTypeModifiers.ts,,
rust-pass,conformance,types/mapped/mappedTypeOverlappingStringEnumKeys.ts,,
rust-diff,conformance,types/mapped/mappedTypeProperties.ts,,
rust-diff,conformance,types/mapped/mappedTypeRelationships.ts,,
rust-diff,conformance,types/mapped/mappedTypeWithAny.ts,,
rust-pass,conformance,types/mapped/mappedTypes1.ts,,
rust-pass,conformance,types/mapped/mappedTypes2.ts,,
rust-pass,conformance,types/mapped/mappedTypes3.ts,,
rust-pass,conformance,types/mapped/mappedTypes4.ts,,
rust-diff,conformance,types/mapped/mappedTypes5.ts,,
rust-diff,conformance,types/mapped/mappedTypes6.ts,,
rust-diff,conformance,types/mapped/mappedTypesAndObjects.ts,,
rust-diff,conformance,types/mapped/mappedTypesArraysTuples.ts,,
rust-pass,conformance,types/mapped/mappedTypesGenericTuples.ts,,
rust-diff,conformance,types/mapped/mappedTypesGenericTuples2.ts,,
rust-diff,conformance,types/mapped/recursiveMappedTypes.ts,,
rust-diff,conformance,types/intersection/commonTypeIntersection.ts,,
rust-pass,conformance,types/intersection/contextualIntersectionType.ts,,
rust-diff,conformance,types/intersection/intersectionAndUnionTypes.ts,,
rust-diff,conformance,types/intersection/intersectionAsWeakTypeSource.ts,,
rust-pass,conformance,types/intersection/intersectionMemberOfUnionNarrowsCorrectly.ts,,
rust-diff,conformance,types/intersection/intersectionNarrowing.ts,,
rust-pass,conformance,types/intersection/intersectionOfUnionNarrowing.ts,,
rust-pass,conformance,types/intersection/intersectionOfUnionOfUnitTypes.ts,,
rust-diff,conformance,types/intersection/intersectionReduction.ts,,
rust-diff,conformance,types/intersection/intersectionReductionStrict.ts,,
rust-diff,conformance,types/intersection/intersectionThisTypes.ts,,
rust-pass,conformance,types/intersection/intersectionTypeAssignment.ts,,
rust-pass,conformance,types/intersection/intersectionTypeEquivalence.ts,,
rust-diff,conformance,types/intersection/intersectionTypeInference.ts,,
rust-diff,conformance,types/intersection/intersectionTypeInference2.ts,,
rust-pass,conformance,types/intersection/intersectionTypeInference3.ts,,
rust-pass,conformance,types/intersection/intersectionTypeMembers.ts,,
rust-diff,conformance,types/intersection/intersectionTypeOverloading.ts,,
rust-diff,conformance,types/intersection/intersectionTypeReadonly.ts,,
rust-diff,conformance,types/intersection/intersectionWithIndexSignatures.ts,,
rust-diff,conformance,types/intersection/intersectionWithUnionConstraint.ts,,
rust-pass,conformance,types/intersection/intersectionsAndEmptyObjects.ts,,
rust-diff,conformance,types/intersection/operatorsAndIntersectionTypes.ts,,
rust-diff,conformance,types/intersection/recursiveIntersectionTypes.ts,,
rust-diff,conformance,types/forAwait/types.forAwait.es2018.1.ts,,
rust-diff,conformance,types/forAwait/types.forAwait.es2018.2.ts,,
rust-diff,conformance,types/forAwait/types.forAwait.es2018.3.ts,,
rust-pass,conformance,types/import/importTypeAmbient.ts,,
rust-diff,conformance,types/import/importTypeAmbientMissing.ts,,
rust-skip,conformance,types/import/importTypeAmdBundleRewrite.ts,,module=AMD not supported
rust-diff,conformance,types/import/importTypeGeneric.ts,,
rust-pass,conformance,types/import/importTypeGenericTypes.ts,,
rust-skip,conformance,types/import/importTypeInJSDoc.ts,,allowJs not supported
rust-pass,conformance,types/import/importTypeLocal.ts,,
rust-diff,conformance,types/import/importTypeLocalMissing.ts,,
rust-diff,conformance,types/import/importTypeNested.ts,,
rust-diff,conformance,types/import/importTypeNestedNoRef.ts,,
rust-diff,conformance,types/import/importTypeNonString.ts,,
rust-diff,conformance,types/import/importWithTypeArguments.ts,,
rust-diff,conformance,types/thisType/contextualThisType.ts,,
rust-skip,conformance,types/thisType/contextualThisTypeInJavascript.ts,,allowJs not supported
rust-diff,conformance,types/thisType/declarationFiles.ts,,
rust-pass,conformance,types/thisType/fluentClasses.ts,,
rust-pass,conformance,types/thisType/fluentInterfaces.ts,,
rust-diff,conformance,types/thisType/inferThisType.ts,,
rust-diff,conformance,types/thisType/looseThisTypeInFunctions.ts,,
rust-diff,conformance,types/thisType/thisTypeAccessibility.ts,,
rust-pass,conformance,types/thisType/thisTypeAndConstraints.ts,,
rust-diff,conformance,types/thisType/thisTypeErrors.ts,,
rust-diff,conformance,types/thisType/thisTypeErrors2.ts,,
rust-skip,conformance,types/thisType/thisTypeInAccessors.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,types/thisType/thisTypeInAccessors.ts,target=es2015,
rust-skip,conformance,types/thisType/thisTypeInAccessorsNegative.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,types/thisType/thisTypeInAccessorsNegative.ts,target=es2015,
rust-pass,conformance,types/thisType/thisTypeInBasePropertyAndDerivedContainerOfBase01.ts,,
rust-diff,conformance,types/thisType/thisTypeInClasses.ts,,
rust-diff,conformance,types/thisType/thisTypeInFunctions.ts,,
rust-diff,conformance,types/thisType/thisTypeInFunctions2.ts,,
rust-pass,conformance,types/thisType/thisTypeInFunctions3.ts,,
rust-pass,conformance,types/thisType/thisTypeInFunctions4.ts,,
rust-diff,conformance,types/thisType/thisTypeInFunctionsNegative.ts,,
rust-pass,conformance,types/thisType/thisTypeInInterfaces.ts,,
rust-pass,conformance,types/thisType/thisTypeInObjectLiterals.ts,,
rust-skip,conformance,types/thisType/thisTypeInObjectLiterals2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,types/thisType/thisTypeInObjectLiterals2.ts,target=es2015,
rust-diff,conformance,types/thisType/thisTypeInTaggedTemplateCall.ts,,
rust-diff,conformance,types/thisType/thisTypeInTuples.ts,,
rust-pass,conformance,types/thisType/thisTypeInTypePredicate.ts,,
rust-pass,conformance,types/thisType/thisTypeOptionalCall.ts,,
rust-pass,conformance,types/thisType/thisTypeSyntacticContext.ts,,
rust-diff,conformance,types/thisType/typeRelationships.ts,,
rust-diff,conformance,types/thisType/unionThisTypeInFunctions.ts,,
